Transaction ID,Date,Time,Type,Name,Emoji,Category,Amount,Currency,Local amount,Local currency,Notes and #tags,Address,Receipt,Description,Category split,Money Out,Money In
tx_0000AmIJbscOCUT5KiyKZP,23/09/2024,12:08:10,Card payment,Transport for London,🚆,Transport,-3.00,GBP,-3.00,GBP,"Travel charge for Sunday, 22 Sep",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.00,
tx_0000AmIKBLwd9oCNKZeh0e,23/09/2024,12:14:35,Card payment,Transport for London,🚆,Transport,-3.00,GBP,-3.00,GBP,"Travel charge for Sunday, 22 Sep",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.00,
tx_0000AmKFagqyRerLVaijAX,24/09/2024,10:32:33,Faster payment,CONNOLLY RETAIL LT,,Income,240.00,GBP,240.00,GBP,CONNOLLY RETAIL LT,,,CONNOLLY RETAIL LT,,,240.00
tx_0000AmKLeAv9i7uIVgCMFd,24/09/2024,11:39:04,Card payment,Transport for London,🚆,Transport,-6.00,GBP,-6.00,GBP,"Travel charge for Monday, 23 Sep",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-6.00,
tx_0000AmKMQ9hXY3hEwIcPrN,24/09/2024,11:49:05,Card payment,Transport for London,🚆,Transport,-3.70,GBP,-3.70,GBP,"Travel charge for Monday, 23 Sep",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.70,
tx_0000AmKXEcqMTIAThBI6zZ,24/09/2024,13:50:15,Card payment,Transport for London,🚆,Transport,-0.10,GBP,-0.10,GBP,,,,TfL Unpaid Fares       TFL.gov.uk/CP GBR,,-0.10,
tx_0000AmL8InSadbBxYuUAcL,24/09/2024,20:45:36,Card payment,Cu Convenience,🍎,Groceries,-7.87,GBP,-7.87,GBP,,347 Archway Road,,PPOINT_*CU CONVENIENCE London        GBR,,-7.87,
tx_0000AmLVSLyvxDpYpq2qgr,25/09/2024,01:05:02,Card payment,EE,📠,Bills,-10.00,GBP,-10.00,GBP,,,,EE TOPUP  VESTA        EE.CO.UK      GBR,,-10.00,
tx_0000AmLZYZQtFxQ9xyJfcX,25/09/2024,01:50:59,Faster payment,CONNOLLY RETAIL LT,,Income,1766.91,GBP,1766.91,GBP,PAYROLL,,,PAYROLL,,,1766.91
tx_0000AmLud44fN7XTB1Uimn,25/09/2024,05:47:06,Card payment,Apple,🍎 ,Bills,-9.99,GBP,-9.99,GBP,,,,APPLE.COM/BILL         APPLE.COM/BIL IRL,,-9.99,
tx_0000AmMQxZu9vvuhVsC8zx,25/09/2024,11:49:22,Card payment,M&S,🛍 ,Eating out,-4.10,GBP,-4.10,GBP,,Heron House 323-324 High Holborn,,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,,-4.10,
tx_0000AmN6Z5tu25xq2PFXft,25/09/2024,19:35:33,Faster payment,Diego Mandela Antoniades,,General,-600.00,GBP,-600.00,GBP,Nicholas Antoniade,,,Nicholas Antoniade,,-600.00,
tx_0000AmNiqIsIqQxPBEduL3,26/09/2024,02:44:27,Card payment,Transport for London,🚆,Transport,-3.70,GBP,-3.70,GBP,"Travel charge for Wednesday, 25 Sep","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-3.70,
tx_0000AmODfHY2XDIWBfYsbJ,26/09/2024,08:29:49,Monzo-to-Monzo,Nicholas Antoniades,,Transfers,-161.04,GBP,-161.04,GBP,,,,,,-161.04,
tx_0000AmODk7xbbnCiCw63Sz,26/09/2024,08:30:41,Faster payment,AMERICAN EXP 3773,,Transfers,-781.86,GBP,-781.86,GBP,PB586274092270687,,,PB586274092270687,,-781.86,
tx_0000AmODnpnH5s1E9ss5Dt,26/09/2024,08:31:22,Faster payment,OVO ENERGY LTD,,General,-65.89,GBP,-65.89,GBP,PWBT1727339470341,,,PWBT1727339470341,,-65.89,
tx_0000AmP4Olt9lrl277stPu,26/09/2024,18:20:42,Card payment,Turning Earth,📷,Entertainment,-15.00,GBP,-15.00,GBP,,361-362 Whiston Road,,Zettle_*TURNING EARTH  LONDON        GBR,,-15.00,
tx_0000AmPpmjGLsgRrMl82YD,27/09/2024,03:11:40,Faster payment,HPL CURRENT GBP,,Income,3854.32,GBP,3854.32,GBP,Payroll Sep 2024,,,Payroll Sep 2024,,,3854.32
tx_0000AmQWVu5oernTOp4A8P,27/09/2024,11:10:27,Card payment,M&S,🛍 ,Eating out,-5.35,GBP,-5.35,GBP,,Heron House 323-324 High Holborn,,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,,-5.35,
tx_0000AmQWocV6I0i6faxkMj,27/09/2024,11:13:49,Pot transfer,Monthly Money Pot,,Savings,-3500.00,GBP,-3500.00,GBP,,,,,,-3500.00,
tx_0000AmQflYrkFJy9Ix9gGH,27/09/2024,12:54:07,Pot transfer,Monthly Money Pot,,Savings,2100.00,GBP,2100.00,GBP,,,,,,,2100.00
tx_0000AmQfnJpN84nq1x7rDm,27/09/2024,12:54:26,Faster payment,"M A Dos Santos, Silvia Bazzarelli",,General,-2100.00,GBP,-2100.00,GBP,1 Montenotte Rent,,,1 Montenotte Rent,,-2100.00,
tx_0000AmQroNjDJL6KNG2Rtr,27/09/2024,15:09:05,Card payment,Foto Plus,📷,Shopping,-2.00,GBP,-2.00,GBP,,3 Park Road,,FOTO PLUS              LONDON  N8 8  GBR,,-2.00,
tx_0000AmSSMLQq9724Voy0uH,28/09/2024,09:33:19,Card payment,Trainline,🚄,Transport,-45.80,GBP,-45.80,GBP,,Trainline,,Trainline.Com          London        GBR,,-45.80,
tx_0000AmSYahQ1nNDGkHqmCf,28/09/2024,10:43:09,Card payment,Lime Payoff X23q,🚗,Transport,-6.38,GBP,-6.38,GBP,,,,LIME*PAYOFF X23Q       +448008085223 GBR,,-6.38,
tx_0000AmSaQvdiGgRfbq4cXi,28/09/2024,11:03:47,Card payment,GAIL's Bakery,🍞,Eating out,-31.80,GBP,-31.80,GBP,,21-22 Little Clarendon Street,,GAILS - JERICHO        OXFORD        GBR,,-31.80,
tx_0000AmSjRIogzmMLCM9MBe,28/09/2024,12:44:42,Card payment,Scriptum Ltd,🏫,Shopping,-27.00,GBP,-27.00,GBP,,3 Turl Street,,SCRIPTUM LTD            GREAT BRITAI GBR,,-27.00,
tx_0000AmSm1qQ3jqbV5aBWvh,28/09/2024,13:13:43,Card payment,Hoyles Of Oxford,,Shopping,-39.95,GBP,-39.95,GBP,,71 High Street,,SP HOYLES OF OXFORD    OXFORD        GBR,,-39.95,
tx_0000AmStA4LSXulQvzti9h,28/09/2024,14:33:38,Card payment,Turf Tavern,🍺,Eating out,-41.90,GBP,-41.90,GBP,,4 Holywell Street,,TURF TAVERN            OXFORD        GBR,,-41.90,
tx_0000AmT21I3n5GBWQDxhbd,28/09/2024,16:12:54,Card payment,GAIL's Bakery,🍞,Eating out,-8.20,GBP,-8.20,GBP,,21-22 Little Clarendon Street,,GAILS - JERICHO        OXFORD        GBR,,-8.20,
tx_0000AmTFloH8wGNZfeEfoH,28/09/2024,18:46:58,Card payment,Transport for London,🚆,Transport,-3.00,GBP,-3.00,GBP,"Travel charge for Saturday, 28 Sep","Windsor House, 42-50 Victoria Street",,TfL Travel Charge      TFL.gov.uk/CP GBR,,-3.00,
tx_0000AmUn7fFOg3O7temcAT,29/09/2024,12:35:24,Card payment,Transport for London,🚆,Transport,-3.00,GBP,-3.00,GBP,"Travel charge for Saturday, 28 Sep",50 Victoria Street,,TFL TRAVEL CH\VICTORIA STREET\TFL.GOV.UK/CP\SW1H 0TL     GBR,,-3.00,
tx_0000AmUnS5vLCi5uShEdft,29/09/2024,12:39:05,Faster payment,AMERICAN EXP 3773,,Transfers,-212.26,GBP,-212.26,GBP,PB584014323171591,,,PB584014323171591,,-212.26,
tx_0000AmUpNhyyTXnpRe9UpN,29/09/2024,13:00:42,Card payment,Lime Pass Fzy2,🚗,Transport,-36.99,GBP,-36.99,GBP,,,,LIME*PASS FZY2         +448008085223 GBR,,-36.99,
tx_0000AmUpUEHjHx2iZhVdbN,29/09/2024,13:01:53,Pot transfer,Monthly Money Pot,,Savings,300.00,GBP,300.00,GBP,,,,,,,300.00
tx_0000AmUpUGBQEMpgLCe68P,29/09/2024,13:01:53,Monzo-to-Monzo,Lara Antoniades,,Transfers,-300.00,GBP,-300.00,GBP,,,,,,-300.00,
tx_0000AmUpXwg8grHocIRWOf,29/09/2024,13:02:33,Card payment,Lime Pass X23q,🚗,Transport,-36.99,GBP,-36.99,GBP,,,,LIME*PASS X23Q         +448008085223 GBR,,-36.99,
tx_0000AmVwyrRTA4fouTIKUj,30/09/2024,02:00:34,Direct Debit,Barclays Partner Finance,,Bills,-41.62,GBP,-41.62,GBP,300 0110 745176066,,,300 0110 745176066,,-41.62,
tx_0000AmVyaNs3eeYBfsskKX,30/09/2024,02:18:33,Direct Debit,Urban Jungle,,Bills,-18.45,GBP,-18.45,GBP,9TA94DV,,,9TA94DV,,-18.45,
tx_0000AmWjysc5haEzZsTKYT,30/09/2024,11:09:37,Pot transfer,Monthly Money Pot,,Savings,109.00,GBP,109.00,GBP,,,,,,,109.00
tx_0000AmWktTvw8MkOzuTvsH,30/09/2024,11:19:51,Card payment,M&S,🛍 ,Eating out,-4.55,GBP,-4.55,GBP,,Heron House 323-324 High Holborn,,MARKS&SPENCER PLC SF   CHANCERY LANE GBR,,-4.55,
